team,year,meetnum,meettitle,date,host,gymnast,vault,bars,beam,floor
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Madison Dwyer,,,9.3000,
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Briana Gironda,9.5500,9.6250,9.6500,9.6000
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Alyssa Glass,,9.2500,,9.5250
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Aaliyah Kerr,,,8.9000,9.6750
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Eileen Malecki,9.4250,9.5500,,
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Olivia O'Connor,8.9500,9.0500,9.1750,9.6500
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Monica Ouellet,9.3250,9.3000,,
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Brittany Stover,9.8000,8.9500,9.6500,9.4750
William & Mary,2016,1,Specific Date TBD,Jan-10-2016,North Carolina,Katie Webber,9.5750,,8.4250,9.3500
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Madison Dwyer,,,8.8750,
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Briana Gironda,9.5000,8.9000,9.6250,9.6000
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Alyssa Glass,,9.4750,,9.4000
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Gaby Johanek,,,8.6750,
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Aaliyah Kerr,,,9.6250,9.7500
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Eileen Malecki,9.4000,9.5250,,
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Olivia O'Connor,9.6500,9.5500,9.6500,8.9000
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Monica Ouellet,9.3250,9.6250,,
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Brittany Stover,9.8000,9.6500,9.1750,9.6000
William & Mary,2016,2,no meet title,Jan-15-2016,William & Mary,Katie Webber,9.7250,,,8.8500
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Madison Dwyer,,,9.5250,
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Briana Gironda,9.4250,9.0250,9.1250,9.7000
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Alyssa Glass,,8.6000,,9.5500
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Sophie Harris,9.5500,,,
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Aaliyah Kerr,,,9.3750,9.3750
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Eileen Malecki,9.5000,9.7000,9.0250,
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Olivia O'Connor,9.4250,9.0250,9.6750,9.7250
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Monica Ouellet,,9.6250,,
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Brittany Stover,9.7000,9.6500,9.1750,9.8000
William & Mary,2016,3,no meet title,Jan-24-2016,West Virginia,Katie Webber,9.6500,,,9.5750
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Madison Dwyer,,,9.2750,
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Briana Gironda,9.5250,9.0000,9.2250,9.3250
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Alyssa Glass,,8.1500,,9.4000
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Sophie Harris,9.2500,,,
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Aaliyah Kerr,,,9.1500,9.6250
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Eileen Malecki,9.5000,9.8000,8.9750,
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Olivia O'Connor,9.5750,8.4500,9.5250,9.5500
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Monica Ouellet,,9.6500,,
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Brittany Stover,9.7500,8.8500,9.6500,9.2000
William & Mary,2016,4,no meet title,Jan-29-2016,San Jose State,Katie Webber,9.6250,,,9.1500
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Madison Dwyer,,,9.5500,
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Briana Gironda,9.4750,9.8500,9.2250,9.7250
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Alyssa Glass,,8.9500,,9.4000
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Sophie Harris,9.4750,,8.6500,
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Aaliyah Kerr,,,9.5500,9.7500
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Eileen Malecki,9.1750,9.7000,,
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Olivia O'Connor,9.7250,9.1000,9.5000,9.6000
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Monica Ouellet,9.2750,9.8500,,8.7000
William & Mary,2016,5,Ken Anderson Memorial Invitational,Feb-06-2016,Temple,Brittany Stover,9.7000,9.7750,9.5750,9.5750
William & Mary,2016,6,Sweetheart Invitational,Feb-12-2016,North Carolina,Madison Dwyer,9.6250,,9.3750,
